"ResourceAgencyNum","ParentAgency","PublicName","AlternateName","ParentAgencyNum","MailingAddress1","MailingAddress2","MailingCity","MailingStateProvince","MailingPostalCode","MailingCountry","PhysicalAddress1","PhysicalAddress2","PhysicalCity","PhysicalCounty","PhysicalStateProvince","PhysicalPostalCode","PhysicalCountry","Latitude","Longitude","Phone1Number","Phone2Number","Phone3Number","Phone4Number","Phone5Number","PhoneFax","PhoneTTY","EmailAddressMain","WebsiteAddress","AgencyStatus","AgencyDescription","SearchHints","EnteredOn","UpdatedOn","Coverage","Categories"
56335821,"John Howard Society of the Central and South Okanagan","STOP (Stop Taking it Out on your Partner) Domestic Violence Prevention Program",,9488597,"1440 Saint Paul Street",,"Kelowna","BC","V1Y 2E6","Canada","1440 Saint Paul Street",,"Kelowna",,"BC","V1Y 2E6","Canada",49.88,-119.49,"250-763-1331",,,,,"250-763-1483",,"michelle.laboucane@jhscso.bc.ca","www.johnhowardbc.ca/regions/cso/services/justice-services/stop-program","Active","Offers free counselling for men who use violence or controlling behaviours (physical, psychological, and sexual) within their intimate partner relationship; men may or may not have a criminal charge. Services include group, individual, and couples counselling as well as peer support. Addresses violence in relationships including dealing with anger, self-esteem, self-talk, and respectful and effective communication. Participants meet once a week over 15 weeks. Office hours are 8:30 am to 4 pm Monday to Friday.","John Howard Society of the Central and South Okanagan 56335821",5/17/2018 15:52:00,5/17/2018 16:14:00,"BC - Kelowna - ;","COUNSELLING * family violence * Men * Offenders; SUPPORT GROUPS * family violence * Men * Offenders;"
48207089,"Justice Institute of BC","Okanagan Campus",,9487807,"825 Walrod Street",,"Kelowna","BC","V1Y 2S4","Canada","825 Walrod Street",,"Kelowna",,"BC","V1Y 2S4","Canada",49.90,-119.48,"250-469-6020",,,,,"250-469-6022",,"info@jibc.ca","www.jibc.ca","Active","Offers public and community safety education, training, and applied research for professionals contributing to the health, safety, and wellbeing of people at work, at home, and in the community. Academic and applied programs lead to certificates, diplomas, bachelor's degrees, and graduate certificates in a wide range of fields including critical incident stress management, emergency management, firefighting, paramedicine, law enforcement, counselling, conflict resolution, leadership, driver training, and other public safety-related fields, as well as substance use treatment. Building hours are 8 am to 4 pm Monday to Friday.","Justice Institute of BC 48207089",5/2/2017 9:59:00,5/2/2017 10:00:00,"BC - Kelowna;","EDUCATION (post-secondary); TRAINING * children * day care * Service Providers; TRAINING * community corrections * Service Providers; TRAINING * conflict resolution * Service Providers; TRAINING * correctional facilities * Service Providers; TRAINING * firefighting * Service Providers; TRAINING * paramedical services * Service Providers; TRAINING * police services * Service Providers; TRAINING * safety * Workers;"
9490203,"Kalano Club of Kelowna","Kalano Club of Kelowna",,0,"2108 Vasile Road",,"Kelowna","BC","V1Y 6H5","Canada","2108 Vasile Road",,"Kelowna",,"BC","V1Y 6H5","Canada",49.88,-119.44,"250-762-4999",,,,,,,"kalano@shaw.ca",,"Active","Offers fellowship and social activities in an alcohol and drug free club for non-drinkers/users; welcomes people who have struggled with any kind of addictive or compulsive behaviour. A concession, dining room, library, meeting room, and TV and computer rooms are available; space is available for support groups. Wheelchair accessible. Hours are 9 am to 3 pm (till 9 pm pending volunteer availability), seven days per week.","9490203",2/7/2002 0:00:00,4/25/2017 14:39:00,"BC - West Kelowna - ; BC - Winfield - ; BC - Kelowna - ; BC - Oyama - ;","RECREATION * addiction (alcohol and drug); RENTAL SPACE * support groups;"
10456415,"Karis Support Society","Aftercare Program",,9490813,"550 Rowcliffe Avenue",,"Kelowna","BC","V1Y 5Y9","Canada","550 Rowcliffe Avenue",,"Kelowna",,"BC","V1Y 5Y9","Canada",49.88,-119.49,"250-860-9507 Local 115",,,,,"250-860-9517",,"admin@karis-society.org","www.karis-society.org","Active","Provides safe, affordable, semi-independent living for single women and women with babies (under 24 months of age) who are in recovery from addictions. Counselling, parenting skills training, and other programs assist in parenting and recovery skills. Fee is $600 per month plus utilities. Women may be working or attending school while participating. Aim is for residents to transfer into low-income housing, where home visit support from Karis Support Society would continue up to seven years. Program works closely with Ministry for Children and Family Development staff. Accepts clients on substitution therapy. Accepts self-referrals and referrals from other agencies; clients have usually completed a program at Karis or elsewhere, and· are stable enough to live independently. Office and intake hours are 9 am to 5 pm Monday to Thursday.","Karis Support Society 10456415",12/6/2012 15:51:00,3/23/2018 14:19:00,"BC - Kelowna - ;","RECOVERY HOUSES * Women; RECOVERY HOUSES * substitution therapy * Women; RECOVERY HOUSES * Parents * Women; RECOVERY HOUSES * probation/parole * Offenders * Women;"
9490813,"Karis Support Society","Karis Support Society",,0,"550 Rowcliffe Avenue",,"Kelowna","BC","V1Y 5Y9","Canada","550 Rowcliffe Avenue",,"Kelowna",,"BC","V1Y 5Y9","Canada",49.88,-119.49,"250-860-9507 Local 104",,,,,"250-860-9517",,"info@karis-society.org","www.karis-society.org","Active","Provides supportive recovery housing services for women age 19 and over with addiction issues or addiction and mental health issues. Office and intake hours are 9 am to 5 pm Monday to Thursday.","9490813",1/10/2008 0:00:00,4/5/2017 12:13:00,"BC - Kelowna - ;",
10456411,"Karis Support Society","Supported Mother with Infant Recovery Program",,9490813,"550 Rowcliffe Avenue",,"Kelowna","BC","V1Y 5Y9","Canada","550 Rowcliffe Avenue",,"Kelowna",,"BC","V1Y 5Y9","Canada",49.88,-119.49,"250-860-9507 Local 104",,,,,"250-860-9517",,"admin@karis-society.org","www.karis-society.org","Active","Supported, semi-independent, and independent residences for women who are pregnant (regular or high-risk pregnancy) and women who have infants, and need safe housing, medical care, and support. Provides a safe environment where recovery from addiction and attention to personal needs allows for a healthier pregnancy and positive child upbringing. Program works closely with Ministry of Children and Family Development (MCFD) staff. Women may attend this program with their child until the child turns 24 months. Accepts clients on substitution therapy. Referral is required, usually from MCFD. Office and intake hours are 9 am to 5 pm Monday to Friday.","Karis Support Society 10456411",12/6/2012 15:28:00,3/23/2018 14:25:00,"BC - Kelowna - ;","HOUSING (supportive) * addiction (alcohol and drug) * pregnancy * probation/parole * Offenders * Women; HOUSING (supportive) * addiction (alcohol and drug) * probation/parole * Offenders * Parents * Women; HOUSING (supportive) * addiction (alcohol and drug) * Parents * Women; HOUSING (supportive) * addiction (alcohol and drug) * pregnancy * Women;"
10562389,"Karis Support Society","Supported Recovery Program",,9490813,"550 Rowcliffe Avenue",,"Kelowna","BC","V1Y 5Y9","Canada","550 Rowcliffe Avenue",,"Kelowna",,"BC","V1Y 5Y9","Canada",49.88,-119.49,"250-860-9507 Local 104",,,,,"250-860-9517",,"admin@karis-society.org","www.karis-society.org","Active","Supportive recovery home provides 24-hour staffed safe housing and daily programing for up to 12 single women age 19 and over who are struggling with addiction issues, or addiction along with co-occuring issues, and have difficulty living on their own. Residents attend in-house and community programs that deal with issues such as anger, self-esteem, budgeting, life skills, and relapse prevention. No minimum or maximum stay, although residents are encouraged to work on moving into the community eventually. Accepts clients on methadone maintenance. Referral is required from a service provider. Office and intake hours are 9 am to 5 pm Monday to Thursday.","Karis Support Society 10562389",12/13/2012 11:03:00,3/23/2018 14:25:00,"BC - Kelowna - ;","RECOVERY HOUSES * probation/parole * Offenders * Women; RECOVERY HOUSES * Women; RECOVERY HOUSES * substitution therapy * Women;"
48517901,"KCR - Community Resources","Central Okanagan Family Hub",,9489236,"Pearson Road Elementary School","700 Pearson Road","Kelowna","BC","V1X 5H8","Canada","Pearson Road Elementary School","700 Pearson Road","Kelowna",,"BC","V1X 5H8","Canada",49.89,-119.39,"250-317-0143","250-763-8008",,,,"250-763-6282",,"rich@cofh.ca","www.cofh.ca","Active","Offers free information, referral, and support services related to child development, early learning programs, and child care to parents in Kelowna; serves families with children up to age six. Services include drop-in play groups, information and referral, and parent education workshops. Also works with early childhood service providers to plan and deliver a more accessible, responsive, and coordinated range of services for families with children from birth up to age six. Serves Central Okanagan (Kelowna, Lake Country, Okanagan Centre, Oyama, Peachland, Rutland, West Kelowna, and Winfield). Hub hours are 10 am to 3 pm Monday to Friday. Funding in part by Ministry of Children and Family Development, and United Way of Central and South Okanagan/Similkameen.","KCR - Community Resources 48517901",5/12/2017 14:21:00,5/16/2018 13:12:00,"BC - Kelowna - ; BC - Rutland; BC - Okanagan Centre; BC - Oyama; BC - Peachland; BC - West Kelowna; BC - Winfield;","EARLY CHILDHOOD FAMILY DEVELOPMENT PROGRAMS;"
9507747,"KCR - Community Resources","Community Services",,9489236,"620 Leon Avenue",,"Kelowna","BC","V1Y 9T2","Canada","620 Leon Avenue",,"Kelowna",,"BC","V1Y 9T2","Canada",49.88,-119.48,"250-763-8008",,,,,"250-763-6282",,"info@kcr.ca","www.kcr.ca","Active","Gateway to community information and volunteer opportunities in Central Okanagan (Kelowna, Lake Country, Okanagan Centre, Oyama, Peachland, Rutland, West Kelowna, and Winfield) for the general public, professionals, and service providers. Also provides volunteer management training workshops for those in the nonprofit sector. Various publications including community events and services are available online. Office hours are 8:30 am to 12 noon and 1 pm to 4:30 pm Monday to Friday.","KCR - Community Resources 9507747",5/14/2003 0:00:00,5/16/2018 13:16:00,"BC - Kelowna - ; BC - Peachland - ; BC - West Kelowna - ; BC - Okanagan Centre - ; BC - Lake Country; BC - Westbank; BC - Winfield; BC - Oyama; BC - Rutland;","INFORMATION AND REFERRAL * volunteering; INFORMATION AND REFERRAL; TRAINING * volunteering * Nonprofit Agencies;"
49401616,"KCR - Community Resources","Early Years Centre - Kelowna",,9489236,"Pearson Road Elementary School","700 Pearson Road","Kelowna","BC","V1X 5H8","Canada","Pearson Road Elementary School","700 Pearson Road","Kelowna",,"BC","V1X 5H8","Canada",49.89,-119.39,"250-763-8008",,,,,,,"info@kcr.ca",,"Active","Through Family Hub, offers one-stop access to information, referrals, and support services for families with children from birth to age six in Kelowna. Provides a range of support services related to child development, early learning programs, and child care, including drop-in playgroups, parent education workshops, and health promotion and clinics. Works with early childhood service providers to plan and deliver a more accessible, responsive, and coordinated range of services for families with young children. Program hours are 10 am to 3 pm Monday to Friday; office hours are 8:30 am to 12 noon and 1 pm to 4:30 pm Monday to Friday. Funded by Ministry of Children and Family Development (MCFD).","Kelowna Community Resources (KCR) Society 49401616",6/5/2017 15:37:00,6/23/2017 14:34:00,"BC - Kelowna;","EARLY CHILDHOOD FAMILY DEVELOPMENT PROGRAMS;"
49987564,"KCR - Community Resources","Essential Skills",,9489236,"620 Leon Avenue",,"Kelowna","BC","V1Y 9T2","Canada","620 Leon Avenue",,"Kelowna",,"BC","V1Y 9T2","Canada",49.88,-119.48,"250-763-8008",,,,,"250-763-6282",,"employmentservices@kcr.ca","www.kcr.ca","Active","A free, six-week training program to unemployed and underemployed individuals; morning or afternoon sessions. Participants improve their literacy skills (math and reading) and studying skills in order to acquire work or continue further education. Services include an educational assessment and an individualized training plan, career and educational planning, basic computer training, workplace communication, and certificate training such as Food Safe and First Aid. Must be a resident of BC, 18 years or older, unemployed and not on employment insurance, and not be a student. Serves those who live in Central Okanagan (Kelowna, Lake Country, Okanagan Centre, Oyama, Peachland, Rutland, West Kelowna, and Winfield). Office hours are 8:30 am to 12 noon and 1 pm to 4:30 pm Monday to Friday. Funded by Ministry of Jobs, Trade and Technology.","KCR - Community Resources 49987564",6/22/2017 15:03:00,7/5/2018 15:36:00,"BC - Kelowna - ; BC - Lake Country; BC - Okanagan Centre - ; BC - Peachland - ; BC - West Kelowna - ; BC - Westbank; BC - Winfield; BC - Oyama;","TRAINING * literacy;"
9506943,"KCR - Community Resources","Family Friend Program",,9489236,"620 Leon Avenue",,"Kelowna","BC","V1Y 9T2","Canada","620 Leon Avenue",,"Kelowna",,"BC","V1Y 9T2","Canada",49.88,-119.48,"250-763-8008 Local 136",,,,,"250-763-6282",,"familyfriend@kcr.ca","www.kcr.ca","Active","Connects single parents with a screened and trained 'family friend' for friendship, support, mentoring, and connection to community resources. Accepts self-referral or referral through community partners. Serves Central Okanagan (Kelowna, Lake Country, Okanagan Centre, Oyama, Peachland, Rutland, West Kelowna, and Winfield). Office hours are 8:30 am to 12 noon and 1 pm to 4:30 pm Monday to Friday.","KCR - Community Resources 9506943",5/16/2003 0:00:00,5/16/2018 13:22:00,"BC - Kelowna - ; BC - Oyama - ; BC - Peachland - ; BC - West Kelowna - ; BC - Winfield - ; BC - Okanagan Centre - ; BC - Rutland; BC - Lake Country;","MENTORING * parenting * Parents (single); INFORMATION AND REFERRAL * Parents (single);"
9509689,"KCR - Community Resources","Family Group Conference (FGC) Program",,9489236,"620 Leon Avenue",,"Kelowna","BC","V1Y 9T2","Canada","620 Leon Avenue",,"Kelowna",,"BC","V1Y 9T2","Canada",49.88,-119.48,"250-763-8008 ext 226",,,,,"250-763-6282",,"info@kcr.ca","www.kcr.ca","Active","Facilitates a meeting of parents, children, and extended family, to allow the family the opportunity to create a plan for children in need of protection. Serves Central Okanagan (Kelowna, Lake Country, Okanagan Centre, Oyama, Peachland, Rutland, West Kelowna, and Winfield). Offered in partnership with Ministry of Children and Family Development (MCFD). Office hours are 8:30 am to 12 noon and 1 pm to 4:30 pm Monday to Friday.","KCR - Community Resources 9509689",4/10/2007 0:00:00,5/16/2018 13:26:00,"BC - Peachland - ; BC - Kelowna - ; BC - West Kelowna - ; BC - Winfield - ; BC - Okanagan Centre - ; BC - Lake Country; BC - Oyama; BC - Rutland; BC - Westbank;","ADVOCACY * abuse * intervention * Children;"
9508344,"KCR - Community Resources","Immigrant Services",,9489236,"620 Leon Avenue",,"Kelowna","BC","V1Y 9T2","Canada","620 Leon Avenue",,"Kelowna",,"BC","V1Y 9T2","Canada",49.88,-119.48,"250-763-8008 Local 127","250-763-8008 Local 129","250-763-8008 Local 123",,,"250-763-6282",,"immigrantservices@kcr.ca","www.kcr.ca","Active","Provides integration and settlement services to empower newcomers (immigrants and refugees) to Canada in becoming independent and contributing members of the community. Also offers employment services, translation services, and referrals to English as a Second Language (ESL) classes. Serves Central Okanagan (Kelowna, Lake Country, Okanagan Centre, Oyama, Peachland, Rutland, West Kelowna, and Winfield). Office hours are 8:30 am to 12 noon and 1 pm to 4:30 pm Monday to Friday.","KCR - Community Resources 9508344",4/11/2007 0:00:00,5/16/2018 13:33:00,"BC - Kelowna - ; BC - Peachland - ; BC - West Kelowna - ; BC - Winfield - ; BC - Okanagan Centre - ; BC - Lake Country; BC - Westbank; BC - Oyama; BC - Rutland;","EMPLOYMENT SEARCH ASSISTANCE * Refugees; SETTLEMENT ASSISTANCE * Refugees; TRANSLATION/INTERPRETATION * Refugees; EMPLOYMENT SEARCH ASSISTANCE * Immigrants/Ethnocultural Groups; TRANSLATION/INTERPRETATION * Immigrants/Ethnocultural Groups; SETTLEMENT ASSISTANCE * Immigrants/Ethnocultural Groups;"
49999519,"KCR - Community Resources","Job Readiness",,9489236,"620 Leon Avenue",,"Kelowna","BC","V1Y 9T2","Canada","620 Leon Avenue",,"Kelowna",,"BC","V1Y 9T2","Canada",49.88,-119.48,"250-763-8008",,,,,"250-763-6282",,"employmentservices@kcr.ca","www.kcr.ca","Active","A free, six-week training program for individuals who have a disability, are an immigrant, or are over age 50; morning or afternoon sessions. Participants learn information on Canadian workplace culture, basic computer skills, assistance with resumes and job search skills, individual job coaching, follow-up support, and certification such as First Aid and Food Safe. Must be a resident of BC, 18 years or older, unemployed and not on employment insurance, and not be a student. Serves those who live in Central Okanagan (Kelowna, Lake Country, Okanagan Centre, Oyama, Peachland, Rutland, West Kelowna, and Winfield). Office hours are 8:30 am to 12 noon and 1 pm to 4:30 pm Monday to Friday. Funded by Ministry of Jobs, Trade and Technology.","KCR - Community Resources 49999519",6/23/2017 10:32:00,7/5/2018 15:42:00,"BC - Kelowna - ; BC - Lake Country; BC - Okanagan Centre - ; BC - Oyama; BC - Peachland - ; BC - West Kelowna - ; BC - Westbank; BC - Winfield;","EMPLOYMENT PREPARATION; EMPLOYMENT PREPARATION * disability; EMPLOYMENT PREPARATION * Immigrants/Ethnocultural Groups; EMPLOYMENT PREPARATION * Seniors;"
9489236,"KCR - Community Resources","KCR - Community Resources","old name Kelowna Community Resources (KCR) Society",0,"620 Leon Avenue",,"Kelowna","BC","V1Y 9T2","Canada","620 Leon Avenue",,"Kelowna",,"BC","V1Y 9T2","Canada",49.88,-119.48,"250-763-8008",,,,,"250-763-6282",,"info@kcr.ca","www.kcr.ca","Active","Offers various programs including community, family, immigrant, and adoption services. Serves Central Okanagan (Kelowna, Lake Country, Okanagan Centre, Oyama, Peachland, Rutland, West Kelowna, and Winfield). Office hours are 8:30 am to 12 noon and 1 pm to 4:30 pm Monday to Friday. Nonprofit agency, registered charity.","9489236",1/1/1900 0:00:00,5/16/2018 14:45:00,"BC - West Kelowna - ; BC - Kelowna - ; BC - Peachland - ; BC - Winfield - ; BC - Okanagan Centre - ; BC - Westbank; BC - Lake Country; BC - Oyama; BC - Rutland;",
9494838,"KCR - Community Resources","Kelowna Crisis Line",,9489236,,,,"BC",,"Canada","n/a",,"Kelowna",,"BC",,"Canada",49.88,-119.45,"1-888-353-CARE (1-888-353-2273)","250-763-8008 Local 112",,,,"250-763-6282",,"crisisline@kcr.ca","www.kcr.ca","Active","Offers a phone line staffed by trained volunteers who provide emotional support, resources, referrals, and crisis intervention. Services are available 24 hours a day, seven days a week. Part of the <b>Interior Crisis Line Network</b>.","KCR - Community Resources 9494838",1/1/1900 0:00:00,5/16/2018 14:35:00,"BC - Peachland - ; BC - Kelowna - ; BC - Winfield - ; BC - West Kelowna - ; BC - Okanagan Centre - ; BC - Westbank; BC - Oyama; BC - Rutland; BC - Lake Country;","CRISIS LINES;"
9507745,"KCR - Community Resources","Kids Count Program",,9489236,"620 Leon Avenue",,"Kelowna","BC","V1Y 9T2","Canada","620 Leon Avenue",,"Kelowna",,"BC","V1Y 9T2","Canada",49.88,-119.48,"250-763-8008 Local 232",,,,,"250-763-6282",,"kidscount@kcr.ca","www.kcr.ca","Active","Early intervention, home visiting program provides support for new parents in order to optimize child growth and development, and enhance parent-child interaction. Also offers referrals to community resources as needed. Serves parents who are expecting or with a baby up to three months of age. Accepts sel-referrals from families. Serves Central Okanagan (Kelowna, Lake Country, Okanagan Centre, Oyama, Peachland, Rutland, West Kelowna, and Winfield). Office hours are 8:30 am to 12 noon and 1 pm to 4:30 pm Monday to Friday.","KCR - Community Resources 9507745",5/16/2003 0:00:00,5/16/2018 14:38:00,"BC - Kelowna - ; BC - Oyama - ; BC - Peachland - ; BC - West Kelowna - ; BC - Winfield - ; BC - Okanagan Centre - ; BC - Lake Country; BC - Rutland;","INFANT DEVELOPMENT PROGRAMS;"
9508345,"KCR - Community Resources","Supports and Networking for Adoption and Permanency Planning",,9489236,"620 Leon Avenue",,"Kelowna","BC","V1Y 9T2","Canada","620 Leon Avenue",,"Kelowna",,"BC","V1Y 9T2","Canada",49.88,-119.48,"778-669-2231",,,,,,,,"www.kcr.ca","Active","Prepares and supports children who are in provincial government care to go through the permanent adoption process. Also provides support, information, and education to foster parents through the process. Serves Central Okanagan (Kelowna, Lake Country, Okanagan Centre, Oyama, Peachland, Rutland, West Kelowna, and Winfield). Office hours are 8:30 am to 12 noon and 1 pm to 4:30 pm Monday to Friday. Funded by Ministry of Children and Family Development (MCFD).","Kelowna Community Resources (KCR) Society 9508345",4/11/2007 0:00:00,5/16/2018 14:41:00,"BC - Kelowna - ; BC - Oyama - ; BC - Peachland - ; BC - West Kelowna - ; BC - Winfield - ; BC - Okanagan Centre - ; BC - Lake Country; BC - Rutland;","GUARDIANSHIP * Children (in government care); GUARDIANSHIP * Youth (in government care); INFORMATION AND REFERRAL * guardianship;"
9507742,"KCR - Community Resources","The Adoption Centre of British Columbia",,9489236,"620 Leon Avenue",,"Kelowna","BC","V1Y 9T2","Canada","620 Leon Avenue",,"Kelowna",,"BC","V1Y 9T2","Canada",49.88,-119.48,"250-763-8002","1-800-935-4237",,,,"250-763-6282",,"adoptioninfo@kcr.ca","www.kcr.ca","Active","Provides adoption services, including birth parent counselling and education, and support, planning, and placement services for adoptive parents. Offers post-adoption support to all parties. Fees are charged. Serves Central Okanagan (Kelowna, Lake Country, Okanagan Centre, Oyama, Peachland, Rutland, West Kelowna, and Winfield). Office hours are 8:30 am to 12 noon and 1 pm to 4:30 pm Monday to Friday.","KCR - Community Resources 9507742",5/14/2003 0:00:00,5/16/2018 14:43:00,"BC - Kelowna - ; BC - Oyama - ; BC - Peachland - ; BC - West Kelowna - ; BC - Winfield - ; BC - Okanagan Centre - ; BC - Lake Country; BC - Rutland;","ADOPTION; COUNSELLING * adoption; EDUCATION (public awareness) * adoption;"
42522752,"Kelowna Airport Fire Department","Kelowna Airport Fire Department",,0,,,,"BC",,"Canada","1-5533 Airport Way",,"Kelowna",,"BC","V1V 1S1","Canada",49.95,-119.38,"911","250-765-8678",,,,"250-765-0500",,,,"Active","Firefighters respond to fires and other emergencies to protect people, property, and the environment. Services include firefighting, emergency medical response, emergency rescue, and the inspection of buildings to ensure they meet the fire code and bylaws. Serves Kelowna Airport. Call 911 for emergency service 24 hours a day, seven days a week.","42522752",10/31/2016 11:37:00,10/31/2016 11:43:00,"BC - Kelowna;","FIREFIGHTING;"
49999856,"Kelowna and District SHARE Society","Kelowna and District SHARE Society",,0,"581 Gaston Avenue North",,"Kelowna","BC","V1Y 7E6","Canada","581 Gaston Avenue North",,"Kelowna",,"BC","V1Y 7E6","Canada",49.89,-119.49,"250-763-8117",,,,,"250-763-8109",,"sharesociety.kd@gmail.com","www.kelownasharesociety.ca","Active","Social enterprise offers second-hand clothing, household goods, and furniture through the thrift store. Provides pick-up and delivery of larger items in the community on a weekly basis. <strong>Community Assistance Program</strong> provides low-income families and individuals with basic clothing and household needs at no cost; referral is required from an approved social agency. Supports community efforts to address the needs of the homeless by supplying organizations with clothing, shoes, blankets, and sleeping bags for distribution purposes. <strong>Adopt-a-Family Christmas Hamper Program</strong> matches sponsors with families in need to provide food and gifts for all family members, including pets. Serves Kelowna, Lake Country, West Kelowna, and Winfield. Office hours are 9:30 am to 4:30 pm Monday to Saturday. Funding in part by Province of BC.","49999856",6/23/2017 16:52:00,12/11/2017 14:45:00,"BC - Kelowna; BC - Winfield; BC - Lake Country; BC - West Kelowna;","CLOTHING * homelessness * Service Providers; BLANKETS/BEDDING * homelessness * Service Providers; CLOTHING; DONATIONS ACCEPTED * christmas * food (groceries); DONATIONS ACCEPTED * clothing; DONATIONS ACCEPTED * animals (pets) * food (groceries); FOOD (groceries) * christmas * Families; STORES * clothing; DELIVERY * furniture/household goods; DONATIONS ACCEPTED * furniture/household goods; DONATIONS ACCEPTED * PICK-UP * furniture/household goods; STORES * furniture/household goods;"
53746809,"Kelowna and District SHARE Society","Transition to Employment Program (TEP)",,49999856,"581 Gaston Avenue North",,"Kelowna","BC","V1Y 7E6","Canada","581 Gaston Avenue North",,"Kelowna",,"BC","V1Y 7E6","Canada",49.89,-119.49,"250-763-8117",,,,,"250-763-8109",,"sharesociety.kd@gmail.com","www.kelownasharesociety.ca","Active","Provides individuals the opportunity to develop specific work skills through supervised volunteerism in a variety of positions. Also offers workplace employment assessments and participates in wage subsidy programs that support youth and persons with diverse abilities seeking employment. Provides a supportive and controlled venue for those needing to serve court-ordered community service hours. Serves Kelowna, Lake Country, West Kelowna, and Winfield. Office hours are 9:30 am to 4:30 pm Monday to Saturday. Funding in part by Province of BC.","Kelowna and District SHARE Society 53746809",12/11/2017 14:37:00,12/11/2017 15:23:00,"BC - Kelowna; BC - Lake Country; BC - West Kelowna; BC - Winfield;","EMPLOYMENT PREPARATION;"
55389129,"Kelowna Assistance for Postpartum Depression","Kelowna Assistance for Postpartum Depression",,0,,,,"BC",,"Canada","n/a",,"Kelowna",,"BC",,"Canada",49.88,-119.49,"250-860-5096",,,,,,,"jandmwright@telus.net",,"Active","Provides support for women suffering from mood changes and the anxiety and/or depression which can arise after their baby is born. Offers peer counselling or a support group based on the number of women who attend; call to register. Meets from 11 am to 12 noon on Tuesdays at Seventh Day Adventist Church, 130 Gerstmar Road.","55389129",3/23/2018 16:21:00,4/4/2018 10:58:00,"BC - Kelowna;","SUPPORT GROUPS * postpartum depression * Women; COUNSELLING (peer/lay) * postpartum depression * Women;"
48497538,"Kelowna Child Care Society","Child Care Resource and Referral (CCRR) - Kelowna",,48497513,"4-1890 Ambrosi Road",,"Kelowna","BC","V1Y 4R9","Canada","4-1890 Ambrosi Road",,"Kelowna",,"BC","V1Y 4R9","Canada",49.87,-119.44,"250-762-3536 Local 202",,,,,"250-861-1299",,"resource@kelownachildcare.com","www.kelownachildcare.com","Active","Provides support, resources, and referral for child care providers and families. Services for parents include information about child care and the child care subsidy, help finding child care, referral to community resources, and educational opportunities. Also offers services to child care providers, including start-up and administrative information, registry listing, workshop and networking opportunities, and access to a toy and resource library. Serves Kelowna, Oyama, Peachland, Rutland, Westbank, and Winfield. Hours are 9:30 am to 4:30 pm Tuesday, Wednesday, and Friday, and 12:30 pm to 4:30 pm Thursday. Funded by Ministry of Children and Family Development (MCFD).","Kelowna Child Care Society 48497538",5/10/2017 8:22:00,5/29/2018 14:21:00,"BC - Kelowna; BC - Oyama; BC - Peachland; BC - Rutland; BC - Westbank; BC - Winfield;","FORM COMPLETION ASSISTANCE * children * day care * financial assistance; INFORMATION AND REFERRAL * children * day care; LIBRARIES * children * day care; NETWORKING * children * day care * Service Providers; TRAINING * children * day care * Service Providers; DIRECTORIES * children * day care; LIBRARIES * toys; DIRECTORIES * preschools; INFORMATION AND REFERRAL * preschools; INFORMATION AND REFERRAL * children * day care * disability;"
48497513,"Kelowna Child Care Society","Kelowna Child Care Society",,0,"4-1890 Ambrosi Road",,"Kelowna","BC","V1Y 4R9","Canada","4-1890 Ambrosi Road",,"Kelowna",,"BC","V1Y 4R9","Canada",49.87,-119.44,"250-762-3536 Local 202",,,,,"250-861-1299",,"resource@kelownachildcare.com","www.kelownachildcare.com","Active","Offers free information, referral, and support services related to child development, early learning programs, and child care to parents in Kelowna. Also works with early childhood service providers to plan and deliver a more accessible, responsive, and coordinated range of services for families with children up to age six. Office hours are 9:30 am to 4:30 pm Tuesday, Wednesday, and Friday, and 12:30 pm to 4:30 pm Thursday. Funded by Ministry of Children and Family Development (MCFD). Nonprofit society.","48497513",5/10/2017 8:07:00,6/2/2017 17:03:00,"BC - Kelowna;","EARLY CHILDHOOD FAMILY DEVELOPMENT PROGRAMS;"
9507945,"Kelowna Family Centre Services Society","Adult Short-Term Assessment and Treatment (ASTAT) Program",,9489351,"204-347 Leon Avenue",,"Kelowna","BC","V1Y 8C7","Canada","204-347 Leon Avenue",,"Kelowna",,"BC","V1Y 8C7","Canada",49.88,-119.49,"250-860-3181",,,,,"250-860-3188",,,,"Active","Provides individual and group counselling for people experiencing relationship conflicts, difficulty balancing the demands of family life, or struggles with life transitions or losses. Offers a weekly drop-in group for men wishing to work on relationship issues, and a group for women who have separated or divorced and are rebuilding their lives. Self-referral for group counselling; individual counselling requires referral from adult mental health. Service is also available in Polish; client may bring own interpreter if they require service in another language.","Kelowna Family Centre Services Society 9507945",1/12/2004 0:00:00,2/1/2018 14:39:00,"BC - Kelowna - ;","COUNSELLING;"
